YEAR,GoogleKnowlege_Occupation,Show,Group,Raw_Guest_List,
2005,actor,2005-10-20,Acting,"Dwayne The Rock"" Johnson""",
2005,Commentator,2005-10-24,Media,William Kristol,
2005,united states senator,2005-10-25,Politician,Al Franken,
2005,biographer,2005-10-26,Media,Doris Kearns Goodwin,
2005,military officer,2005-10-27,Military,Janis Karpinski,
2005,writer,2005-10-03,Media,David Rakoff,
2005,actor,2005-10-31,Acting,D.L. Hughley,
2005,actress,2005-10-04,Acting,Cameron Diaz,
2005,us senator,2005-10-05,Politician,Sen. John Edwards,
2005,actor,2005-10-06,Acting,Philip Seymour Hoffman,
2005,us senator,2005-11-01,Politician,Sen. Barbara Boxer,
2005,actor,2005-11-10,Acting,Chris Elliott,
2005,Businesswoman,2005-11-14,Business,Martha Stewart,
2005,actress,2005-11-15,Acting,Rosario Dawson,
2005,author,2005-11-16,Media,John Hodgman,
2005,adviser,2005-11-17,Consultant,Richard Clarke,
2005,American football wide receiver,2005-11-02,Athletics,Mike Wallace,
2005,actor,2005-11-28,Acting,Adrien Brody,
2005,Author,2005-11-29,Media,Peggy Noonan,
2005,lawyer,2005-11-03,Misc,Robert Ray,
2005,former speaker of the the house,2005-11-30,Politician,Rep. Nancy Pelosi,
2005,us senator,2005-11-07,Politician,Sen. Barack Obama,
2005,us senator,2005-11-08,Politician,Sen. John McCain,
2005,actress,2005-11-09,Acting,Keira Knightley,
2005,Rock duo,2005-12-01,Musician,The White Stripes,
2005,radio personality,2005-12-13,Media,Howard Stern,
2005,Journalist,2005-12-14,Media,Tom Brokaw,
2005,actress,2005-12-15,Acting,Sarah Jessica Parker,
2005,former president,2005-12-05,Politician,Jimmy Carter,
2005,actress,2005-12-06,Acting,Michelle Yeoh,
2005,author,2005-12-07,Media,David McCullough,
2005,writer,2005-12-08,Media,Ken Auletta,
2005,Singer-songwriter,2005-02-01,Musician,Paula Abdul,
2005,Writer,2005-02-14,Media,Redmond O'Hanlon,
2005,comedian,2005-02-15,Comedy,Eric Idle,
2005,actor,2005-02-16,Acting,Alan Cumming,
2005,consultant,2005-02-17,Political Aide,Mark P. Mills,
2005,journalist,2005-02-02,Media,Anderson Cooper,
2005,Film actress,2005-02-22,Acting,Rachel Weisz,
2005,Journalist,2005-02-23,Media,Peter Jennings,
2005,actress,2005-02-24,Acting,Christina Ricci,
2005,former governor of nebraska,2005-02-28,Politician,Ben Nelson,
2005,journalist,2005-02-03,Media,Joe Klein,
2005,foreign policy strategist,2005-03-01,Academic,Nancy Soderberg,
2005,Economist,2005-03-10,Academic,Paul Krugman,
2005,philosopher,2005-03-14,Academic,Harry Frankfurt,
2005,Correspondent,2005-03-15,Media,Tom Fenton,
2005,singer,2005-03-16,Musician,Al Green,
2005,television host,2005-03-17,Media,Craig Ferguson,
2005,actor,2005-03-02,Acting,The Rock,
2005,actress,2005-03-21,Acting,Sandra Bullock,
2005,actress,2005-03-22,Acting,Catherine Keener,
2005,Singer,2005-03-23,Musician,Ozzy Osbourne,
2005,Music Producer,2005-03-24,Musician,RZA,
2005,former white house press secretary,2005-03-03,Political Aide,Ari Fleischer,
2005,Film actress,2005-03-07,Acting,Melissa Boyle Mahle,
2005,journalist,2005-03-08,Media,Brian Williams,
2005,actor,2005-03-09,Acting,Bruce Willis,
2005,columnist,2005-04-11,Media,Byron York,
2005,american politician,2005-04-12,Politician,Bob Dole,
2005,journalist,2005-04-13,Media,John Avlon,
2005,actor,2005-04-14,Acting,David Duchovny,
2005,Former United States Secretary of Labor,2005-04-18,Politician,Robert Reich,
2005,Author,2005-04-19,Media,Sarah Vowell,
2005,stand-up comedian,2005-04-20,Comedy,Dennis Miller,
2005,Professor,2005-04-21,Academic,Reza Aslan,
2005,attorney,2005-04-25,Misc,Floyd Abrams,
2005,rapper,2005-04-26,Musician,Ice Cube,
2005,author,2005-04-27,Media,Christina Hoff Sommers,
2005,economist,2005-04-28,Academic,Steven Levitt,
2005,Basketball player,2005-04-04,Athletics,Reggie Miller,
2005,Journalist,2005-04-05,Media,Thomas L. Friedman,
2005,actor,2005-04-06,Acting,Matthew McConaughey,
2005,actress,2005-04-07,Acting,Drew Barrymore,
2005,Comedian,2005-05-10,Comedy,Wanda Sykes,
2005,television personality,2005-05-11,Media,Al Roker,
2005,television actress,2005-05-12,Acting,Tracey Ullman,
2005,Former United States Senator,2005-05-02,Politician,Zell Miller,
2005,journalist,2005-05-03,Media,Christiane Amanpour,
2005,journalist,2005-05-31,Media,Gerald Posner,
2005,actor,2005-05-04,Acting,Martin Short,
2005,Former Governor of Pennsylvania,2005-05-05,Politician,Tom Ridge,
2005,film actress,2005-05-09,Acting,Kathleen Turner,
2005,singer,2005-06-01,Musician,Bo Bice,
2005,Scholar,2005-06-13,Academic,Larry Diamond,
2005,actor,2005-06-14,Acting,Will Ferrell,
2005,professor,2005-06-15,Academic,Flynt Leverett,
2005,writer,2005-06-16,Media,Kenneth Timmerman,
2005,actor,2005-06-02,Acting,Russell Crowe,
2005,Musician,2005-06-20,Musician,Ringo Starr,
2005,singer-songwriter,2005-06-21,Musician,Dwight Yoakam,
2005,former white house press secretary,2005-06-22,Political Aide,Bill Moyers,
2005,former governor of vermont,2005-06-23,Politician,Howard Dean,
2005,author,2005-06-27,Media,Hanna Rosin,
2005,Documentary Filmmaker,2005-06-28,Media,Morgan Spurlock,
2005,Former U.S. Representative,2005-06-06,Politician,Newt Gingrich,
2005,Author,2005-06-07,Media,Steven Johnson,
2005,former us secretary of defense,2005-06-08,Politician,Colin Powell,
2005,Journalist,2005-06-09,Media,Matt Lauer,
2005,professor,2005-07-11,Academic,Marci Hamilton,
2005,Author,2005-07-12,Media,Matt Taibbi,
2005,writer,2005-07-13,Media,Bernard Goldberg,
2005,Journalist,2005-07-14,Media,Michael Isikoff,
2005,journalist,2005-07-18,Media,Carl Bernstein,
2005,journalist,2005-07-18,Media,Bob Woodward,
2005,actor,2005-07-19,Acting,Billy Bob Thornton,
2005,radio host,2005-07-20,Media,Robert F. Kennedy Jr.,
2005,journalist,2005-07-21,Media,Fareed Zakaria,
2005,us senator,2005-07-25,Politician,Sen. Rick Santorum,
2005,actress,2005-07-26,Acting,Diane Lane,
2005,sportscaster,2005-07-27,Media,Bob Costas,
2005,actress,2005-07-28,Acting,Maggie Gyllenhaal,
2005,journalist,2005-08-10,Media,John Hockenberry,
2005,rapper,2005-08-11,Musician,Andrí© Benjamin,
2005,actor,2005-08-15,Acting,Steve Carell,
2005,Journalist,2005-08-16,Media,Seymour Hersh,
2005,novelist,2005-08-17,Media,John Irving,
2005,author,2005-08-18,Media,"John H. Richardson, Jr.",
2005,us senator,2005-08-02,Politician,Sen. Joe Biden,
2005,television host,2005-08-22,Media,Chris Wallace,
2005,Film actress,2005-08-23,Acting,Rachel Weisz,
2005,us senator,2005-08-24,Politician,Sen. Trent Lott,
2005,author,2005-08-25,Media,Christopher Hitchens,
2005,author,2005-08-03,Media,John Crawford,
2005,Broadcaster,2005-08-04,Media,Miles O'Brien,
2005,actor,2005-08-08,Acting,Paul Rudd,
2005,actress,2005-08-09,Acting,Kate Hudson,
2005,journalist,2005-09-12,Media,Chris Mooney,
2005,Writer,2005-09-13,Media,Kurt Vonnegut,
2005,historian,2005-09-14,Academic,Dr. Edward J. Larson,
2005,mathematician,2005-09-14,Academic,Dr. William A. Dembski,
2005,psychic,2005-09-14,Misc,Ellie Crystal,
2005,actress,2005-09-15,Acting,Gwyneth Paltrow,
2005,actor,2005-09-20,Acting,Alan Alda,
2005,Comedian,2005-09-21,Comedy,Ricky Gervais,
2005,actor,2005-09-22,Acting,George Clooney,
2005,author,2005-09-26,Media,Dr. Irwin Redlener,
2005,actor,2005-09-27,Acting,Viggo Mortensen,
2005,comedian,2005-09-28,Comedy,Jeff Garlin,
2005,us senator,2005-09-29,Politician,Sen. Chuck Schumer,
2005,doctor,2005-09-06,Science,Dr. Marc Siegel,
2005,actor,2005-09-07,Acting,Samuel L. Jackson,
2005,journalist,2005-09-08,Media,Brian Williams,
2006,actor,2006-01-10,Acting,Albert Brooks,
2006,Broadcaster,2006-01-11,Media,Peter Bergen,
2006,lawyer,2006-01-12,Misc,Edward Lazarus,
2006,author,2006-01-16,Media,Eugene Jarecki,
2006,diplomat,2006-01-17,Government,L. Paul Bremer,
2006,lawyer,2006-01-18,Misc,R. James Woolsey,
2006,actor,2006-01-19,Acting,Josh Lucas,
2006,commentator,2006-01-23,Media,Fred Barnes,
2006,Professor,2006-01-24,Academic,Reza Aslan,
2006,actor,2006-01-25,Acting,Anthony Hopkins,
2006,intellectual,2006-01-26,Academic,Bernard-Henri Lí©vy,
2006,singer,2006-01-30,Musician,Randy Jackson,
2006,basketball player,2006-01-31,Athletics,Charles Barkley,
2006,journalist,2006-01-04,Media,George Packer,
2006,actor,2006-01-05,Acting,Pierce Brosnan,
2006,journalist,2006-01-09,Media,James Risen,
2006,stand-up comedian,2006-10-10,Comedy,David Cross,
2006,television personality,2006-10-11,Media,Lou Dobbs,
2006,journalist,2006-10-12,Media,David Mark,
2006,essayist,2006-10-16,Media,Frank Rich,
2006,actress,2006-10-17,Acting,Amy Sedaris,
2006,former governor of missouri,2006-10-18,Politician,John Ashcroft,
2006,actress,2006-10-19,Acting,Kirsten Dunst,
2006,Former United States Senator,2006-10-02,Politician,Trent Lott,
2006,stand-up comedian,2006-10-03,Comedy,Dennis Miller,
2006,basketball player,2006-10-30,Athletics,LeBron James,
2006,political scientist,2006-10-31,Consultant,John Mueller,
2006,political scientist,2006-10-04,Consultant,Ian Bremmer,
2006,writer,2006-10-05,Media,David Rakoff,
2006,former white house chief of staff,2006-10-09,Politician,James Baker,
2006,NA,2006-11-01,NA,None,
2006,actress,2006-11-13,Acting,Tina Fey,
2006,former american senator,2006-11-14,Politician,John Edwards,
2006,Broadcaster,2006-11-15,Media,Ted Koppel,
2006,Entrepreneur,2006-11-16,Business,Muhammad Yunus,
2006,actor,2006-11-02,Acting,Sacha Baron Cohen,
2006,Mayor of Chicago,2006-11-27,Politician,Rahm Emanuel,
2006,Singer-songwriter,2006-11-28,Musician,Tom Waits,
2006,actor,2006-11-29,Acting,George Clooney,
2006,Rock duo,2006-11-30,Musician,Tenacious D,
2006,comedian,2006-11-06,Comedy,Jerry Seinfeld,
2006,journalist,2006-11-07,Media,Dan Rather,
2006,former governor of vermont,2006-11-08,Politician,Howard Dean,
2006,actor,2006-11-09,Acting,Dustin Hoffman,
2006,former governor of rhode island,2006-12-11,Politician,Lincoln Chafee,
2006,journalist,2006-12-12,Media,Fareed Zakaria,
2006,Comedian,2006-12-13,Comedy,Ricky Gervais,
2006,Journalist,2006-12-14,Media,Rajiv Chandrasekaran,
2006,United States Secretary of Agriculture,2006-12-18,Politician,Tom Vilsack,
2006,commentator,2006-12-19,Media,Bill Kristol,
2006,actor,2006-12-20,Acting,Ben Stiller,
2006,actor,2006-12-04,Acting,Nathan Lane,
2006,former us senator,2006-12-05,Politician,John Danforth,
2006,author,2006-12-06,Media,Eve Herold,
2006,high-altitude mountaineer,2006-12-07,Athletics,Ed Viesturs,
2006,Historian,2006-02-01,Academic,Michael Beschloss,
2006,astronaut,2006-02-13,Science,Astronaut Mike Mullane,
2006,Economist,2006-02-14,Academic,Peter Tertzakian,
2006,actress,2006-02-15,Acting,Julianne Moore,
2006,actor,2006-02-16,Acting,Ed Harris,
2006,journalist,2006-02-02,Media,"Robert O'Harrow, Jr.",
2006,Author,2006-02-21,Media,Sarah Vowell,
2006,actor,2006-02-22,Acting,Matthew Fox,
2006,Film critic,2006-02-23,Media,Roger Ebert,
2006,communications consultant,2006-02-07,Political Aide,Torie Clarke,
2006,actor,2006-02-08,Acting,Harrison Ford,
2006,actor,2006-02-09,Acting,Will Arnett,
2006,author,2006-03-13,Media,Eric Burns,
2006,scholar,2006-03-14,Academic,Bart Ehrman,
2006,actress,2006-03-15,Acting,Natalie Portman,
2006,actor,2006-03-16,Acting,Vin Diesel,
2006,actor,2006-03-20,Acting,Clive Owen,
2006,author,2006-03-21,Media,Georges Sada,
2006,us senator,2006-03-22,Politician,Senator Russ Feingold,
2006,Professor,2006-03-23,Academic,Michael Mandelbaum,
2006,journalist,2006-03-27,Media,Michael Gordon,
2006,journalist,2006-03-28,Media,Fareed Zakaria,
2006,Singer,2006-03-29,Musician,Queen Latifah,
2006,actress,2006-03-30,Acting,Sharon Stone,
2006,author,2006-03-07,Media,Eugene Linden,
2006,Singer-songwriter,2006-03-08,Musician,Neil Young,
2006,historian,2006-03-09,Academic,Bruce Bartlett,
2006,editor,2006-04-17,Media,Jon Meacham,
2006,journalist,2006-04-18,Media,Ryan Nerz,
2006,actor,2006-04-19,Acting,Dennis Quaid,
2006,Former United States Senator,2006-04-20,Politician,Ted Kennedy,
2006,israeli official,2006-04-24,Government,Efraim Halevy,
2006,actor,2006-04-25,Acting,Tom Selleck,
2006,Author,2006-04-26,Media,Kimberley Strassel,
2006,actor,2006-04-27,Acting,Robin Williams,
2006,Comedian,2006-04-03,Comedy,Ricky Gervais,
2006,Author,2006-04-04,Media,Studs Terkel,
2006,military,2006-04-05,Military,Tony Zinni,
2006,actor,2006-04-06,Acting,Josh Hartnett,
2006,Journalist,2006-05-01,Media,Matthew Continetti,
2006,comedian,2006-05-10,Comedy,Billy Connolly,
2006,political scientist,2006-05-11,Consultant,Francis Fukuyama,
2006,former governor of vermont,2006-05-15,Politician,Howard Dean,
2006,actor,2006-05-16,Acting,Denis Leary,
2006,Columnist,2006-05-17,Media,Ramesh Ponnuru,
2006,Singer-songwriter,2006-05-18,Musician,Willie Nelson,
2006,Former United States Secretary of State,2006-05-02,Politician,Madeleine Albright,
2006,inspector general of homeland security department,2006-05-03,Government,Clark Kent Ervin,
2006,actor,2006-05-04,Acting,John Malkovich,
2006,journalist,2006-05-08,Media,David Remnick,
2006,reporter,2006-05-09,Media,Eric Shawn,
2006,journalist,2006-06-12,Media,Thomas Friedman,
2006,American Political figure,2006-06-13,Politician,Ken Mehlman,
2006,journalist,2006-06-14,Media,Tim Russert,
2006,comedian,2006-06-15,Comedy,Louis C.K.,
2006,journalist,2006-06-19,Media,Calvin Trillin,
2006,journalist,2006-06-20,Media,Juliet Eilperin,
2006,journalist,2006-06-21,Media,Anderson Cooper,
2006,actor,2006-06-22,Acting,Adam Sandler,
2006,Professional Road Racing Cyclist,2006-06-26,Athletics,Lance Armstrong,
2006,author,2006-06-27,Media,Helen Thomas,
2006,former vice president,2006-06-28,Politician,Al Gore,
2006,actor,2006-06-29,Acting,Kevin Spacey,
2006,author,2006-06-05,Media,Caroline Kennedy,
2006,former us secretary of education,2006-06-06,Politician,William John Bennett,
2006,actress,2006-06-07,Acting,Bonnie Hunt,
2006,actress,2006-06-08,Acting,Lily Tomlin,
2006,telvision actor,2006-07-10,Acting,Ilario Pantano,
2006,former white house counsel,2006-07-11,Political Aide,John Dean,
2006,actor,2006-07-12,Acting,Shawn Wayans,
2006,actor,2006-07-13,Acting,Owen Wilson,
2006,lawyer,2006-07-17,Misc,Gordon G. Chang,
2006,Film director,2006-07-18,Media,M. Night Shyamalan,
2006,author,2006-07-19,Media,James Maguire,
2006,actor,2006-07-20,Acting,Paul Giamatti,
2006,us senator,2006-07-24,Politician,John McCain,
2006,actor,2006-07-25,Acting,Edward Burns,
2006,Journalist,2006-07-26,Media,Sharon Weinberger,
2006,political expert,2006-07-27,Consultant,Alon Ben-Meir,
2006,actor,2006-07-31,Acting,Will Ferrell,
2006,Academic,2006-08-01,Academic,Vali Nasr,
2006,race car driver,2006-08-10,Athletics,"Dale Earnhardt, Jr.",
2006,Journalist,2006-08-14,Media,Thomas E. Ricks,
2006,actor,2006-08-15,Acting,Samuel L. Jackson,
2006,Former Governor of New Jersey,2006-08-16,Politician,Thomas Kean,
2006,actor,2006-08-17,Acting,Matt Dillon,
2006,filmmaker,2006-08-02,Media,Chris Paine,
2006,Professor,2006-08-21,Academic,Reza Aslan,
2006,Former member of the United States Senate,2006-08-22,Politician,William Cohen,
2006,author,2006-08-23,Media,Frederick S. Lane,
2006,actor,2006-08-24,Acting,Martin Short,
2006,actor,2006-08-03,Acting,Danny DeVito,
2006,journalist,2006-08-08,Media,Brian Williams,
2006,editor,2006-08-09,Media,Craig Glenday,
2006,actress,2006-09-11,Acting,Maggie Gyllenhaal,
2006,former us senator,2006-09-12,Politician,Gary Hart,
2006,political figure,2006-09-13,Politician,Ed Gillespie,
2006,Stand-up comedian,2006-09-14,Comedy,Norm Macdonald,
2006,us president,2006-09-18,Politician,Bill Clinton,
2006,actor,2006-09-19,Acting,Ben Affleck,
2006,stunt perfomrer,2006-09-20,Acting,Johnny Knoxville,
2006,documentarian,2006-09-21,Media,CC Goldwater,
2006,Former Assistant to the President for Communications,2006-09-25,Political Aide,Pat Buchanan,
2006,Former President of Pakistan,2006-09-26,Politician,Pervez Musharraf,
2006,united states senator,2006-09-27,Politician,Al Franken,
2006,former governor of new jersey,2006-09-28,Politician,Jim McGreevey,
2007,actress,2007-01-01,Acting,Meryl Streep,
2007,author,2007-01-01,Media,Sam Sheridan,
2007,former governor of arkansas,2007-01-10,Politician,Fmr. Gov. Mike Huckabee,
2007,Film actor,2007-01-11,Acting,Peter O'Toole,
2007,author,2007-01-15,Media,Josh Bernstein,
2007,Historian,2007-01-16,Academic,Michael Oren,
2007,american football wide reciever,2007-01-17,Athletics,Jerry Rice,
2007,actress,2007-01-18,Acting,Robin Wright Penn,
2007,military,2007-01-22,Military,Gen. Rupert Smith,
2007,Governor of Virginia,2007-01-23,Politician,Terry McAuliffe,
2007,Former White House Press Secretary,2007-01-24,Political Aide,Scott McClellan,
2007,us senator,2007-01-25,Politician,Sen. Chuck Schumer,
2007,busines magnate,2007-01-29,Business,Bill Gates,
2007,Astrophysicist,2007-01-30,Science,Neil deGrasse Tyson,
2007,us senator,2007-01-31,Politician,Sen. Joe Biden,
2007,comedian,2007-01-08,Comedy,Louis C.K.,
2007,philosopher,2007-01-09,Academic,Harry Frankfurt,
2007,commentator,2007-10-01,Media,Jack Cafferty,
2007,Author,2007-10-10,Media,Lynne Cheney,
2007,journalist,2007-10-11,Media,Howard Kurtz,
2007,Former White House Press Secretary,2007-10-15,Political Aide,Tony Snow,
2007,Comedian,2007-10-16,Comedy,Stephen Colbert,
2007,actor,2007-10-17,Acting,Jake Gyllenhaal,
2007,actor,2007-10-18,Acting,Ben Affleck,
2007,commentator,2007-10-02,Media,Chris Matthews,
2007,Columnist,2007-10-29,Media,Michael Gerson,
2007,Broadcaster,2007-10-03,Media,Ted Koppel,
2007,author,2007-10-30,Media,Valerie Plame Wilson,
2007,baseball player,2007-10-31,Athletics,David Wright,
2007,law professor,2007-10-04,Academic,Jack Goldsmith,
2007,Former President of Mexico,2007-10-08,Politician,Vicente Fox,
2007,American football running back,2007-10-09,Athletics,Tiki Barber,
2007,comedian,2007-11-01,Comedy,Jerry Seinfeld,
2007,actress,2007-02-01,Acting,Sienna Miller,
2007,academic,2007-02-12,Academic,Jeffrey Rosen,
2007,author,2007-02-13,Media,Christopher Horner,
2007,author,2007-02-14,Media,Ishmael Beah,
2007,journalist,2007-02-15,Media,Meredith Vieira,
2007,entrepreneur,2007-02-26,Business,Craig Newmark,
2007,basketball player,2007-02-27,Athletics,John Amaechi,
2007,actor,2007-02-28,Acting,Jake Gyllenhaal,
2007,Chef,2007-02-05,Misc,Walter Scheib,
2007,television host,2007-02-06,Media,Mike Rowe,
2007,activist,2007-02-07,Advocacy,Ralph Nader,
2007,musician,2007-02-08,Musician,John Mellencamp,
2007,minister,2007-03-01,Clergy,Rev. Al Sharpton,
2007,us senator,2007-03-12,Politician,Sen. Christopher Dodd,
2007,director,2007-03-13,Media,John Waters,
2007,Former United States National Security Advisor,2007-03-14,Government,Zbigniew Brzezinski,
2007,actress,2007-03-15,Acting,Sandra Bullock,
2007,Professor,2007-03-19,Academic,Stephen Prothero,
2007,lawyer,2007-03-20,Misc,John Bolton,
2007,journalist,2007-03-21,Media,Chris Hansen,
2007,actor,2007-03-22,Acting,Don Cheadle,
2007,us senator,2007-03-26,Politician,Sen. John Kerry,
2007,stand-up comedian,2007-03-27,Comedy,Dennis Miller,
2007,former governor of new mexico,2007-03-28,Politician,Gov. Bill Richardson,
2007,Psychologist,2007-03-29,Academic,Philip Zimbardo,
2007,journalist,2007-03-05,Media,Bob Woodruff,
2007,Surgeon,2007-03-06,Science,Richard Jadick,
2007,Trumpeter,2007-03-07,Musician,Wynton Marsalis,
2007,0,2007-03-08,NA,John Bambenek,
2007,physician,2007-03-08,Science,Dr. Sharon Moalem,
2007,Writer,2007-04-10,Media,Walter Isaacson,
2007,actress,2007-04-11,Acting,Halle Berry,
2007,Writer,2007-04-12,Media,Richard Preston,
2007,former white house chief of staff,2007-04-16,Politician,Andrew Card,
2007,television Actor,2007-04-17,Acting,Sig Hansen,
2007,minister of defense,2007-04-18,Politician,Ali Allawi,
2007,editor,2007-04-19,Media,Jeremy Scahill,
2007,Reporter,2007-04-23,Media,Matthew Cooper,
2007,us senator,2007-04-24,Politician,Sen. John McCain,
2007,comedian,2007-04-25,Comedy,Garry Shandling,
2007,actor,2007-04-26,Acting,Richard Gere,
2007,author,2007-04-30,Media,Christopher Hitchens,
2007,former american senator,2007-04-09,Politician,Bill Bradley,
2007,actor,2007-05-01,Acting,Tobey Maguire,
2007,Professor,2007-05-10,Academic,Reza Aslan,
2007,broadcaster,2007-05-14,Media,Jeremy Paxman,
2007,journalist,2007-05-15,Media,Tim Russert,
2007,comedian,2007-05-16,Comedy,Don Rickles,
2007,editor,2007-05-17,Media,Brink Lindsey,
2007,Film-maker,2007-05-02,Media,Pierre Rehov,
2007,Journalist,2007-05-21,Media,Zaki Chehab,
2007,Former United States Secretary of Education,2007-05-22,Politician,Margaret Spellings,
2007,military,2007-05-23,Military,Lt. Col. Kevin Robbins,
2007,former vice president,2007-05-24,Politician,Al Gore,
2007,Broadcaster,2007-05-03,Media,Ted Koppel,
2007,writer,2007-05-07,Media,Lee Gutkind,
2007,professor,2007-05-08,Academic,George Tenet,
2007,Historian,2007-05-09,Academic,Michael Beschloss,
2007,comedian,2007-06-11,Comedy,David Steinberg,
2007,political consultant,2007-06-12,Consultant,Robert Shrum,
2007,historian,2007-06-13,Academic,Allan Brandt,
2007,actress,2007-06-14,Acting,Angelina Jolie,
2007,actor,2007-06-18,Acting,Steve Carell,
2007,journalist,2007-06-19,Media,Brian Williams,
2007,journalist,2007-06-20,Media,Fareed Zakaria,
2007,writer,2007-06-21,Media,Greg Bear,
2007,journalist,2007-06-25,Media,Steve Vogel,
2007,actor,2007-06-26,Acting,Bruce Willis,
2007,Filmmaker,2007-06-27,Media,Michael Moore,
2007,actress,2007-06-28,Acting,Claire Danes,
2007,us representative,2007-06-04,Politician,Rep. Ron Paul,
2007,actor,2007-06-05,Acting,Paul Rudd,
2007,Pundit,2007-06-06,Consultant,Michael Barone,
2007,stand-up comedian,2007-06-07,Comedy,Eddie Izzard,
2007,broadcaster,2007-07-16,Media,Josh Rushing,
2007,actor,2007-07-17,Acting,Christopher Walken,
2007,Cartoonist,2007-07-18,Media,Matt Groening,
2007,actor,2007-07-19,Acting,Adam Sandler,
2007,Astrophysicist,2007-07-23,Science,Neil deGrasse Tyson,
2007,professor,2007-07-24,Academic,Robert Pallitto,
2007,Correspondent,2007-07-25,Media,Rob Gifford,
2007,Historian,2007-07-26,Academic,Robert Dallek,
2007,journalist,2007-07-30,Media,Alastair Campbell,
2007,advocate,2007-07-31,Advocacy,Lewis Gordon Pugh,
2007,author,2007-08-01,Media,Jed Babbin,
2007,commentator,2007-08-13,Media,Bill Kristol,
2007,actor,2007-08-14,Acting,Denis Leary,
2007,Columnist,2007-08-15,Media,Stephen F. Hayes,
2007,us senator,2007-08-16,Politician,Sen. John McCain,
2007,actor,2007-08-02,Acting,Matt Damon,
2007,Author,2007-08-20,Media,Nikolas Kozloff,
2007,author,2007-08-21,Media,Alan Weisman,
2007,us senator,2007-08-22,Politician,Sen. Barack Obama,
2007,military,2007-08-23,Military,Lt. Col. John Nagl,
2007,actor,2007-08-07,Acting,Andy Samberg,
2007,us senator,2007-08-08,Politician,Sen. Joe Biden,
2007,Writer,2007-08-09,Media,Tal Ben-Shahar,
2007,comedian,2007-09-10,Comedy,Jeff Garlin,
2007,actress,2007-09-11,Acting,Jodie Foster,
2007,Freelance writer,2007-09-12,Media,Robert Draper,
2007,journalist,2007-09-13,Media,Douglas Farah,
2007,economist,2007-09-18,Academic,Alan Greenspan,
2007,political figure,2007-09-19,Politician,Gen. Wesley Clark,
2007,president,2007-09-20,Politician,President Bill Clinton,
2007,author,2007-09-24,Media,John Bowe,
2007,president,2007-09-25,Politician,President Evo Morales,
2007,actor,2007-09-26,Acting,Jamie Foxx,
2007,Filmmaker,2007-09-27,Media,Ken Burns,
2008,Author,2008-01-01,Media,Peggy Noonan,
2008,Consultant,2008-01-01,Political Aide,Tim Gunn,
2008,television host,2008-01-01,Media,Conan O'Brien,
2008,television personality,2008-01-10,Media,Lou Dobbs,
2008,journalist,2008-01-14,Media,Fareed Zakaria,
2008,lawyer,2008-01-15,Misc,John Bolton,
2008,columnist,2008-01-16,Media,Jonah Goldberg,
2008,consultant,2008-01-17,Political Aide,Allen Raymond,
2008,editor,2008-01-21,Media,Jon Meacham,
2008,writer,2008-01-22,Media,Jim Wallis,
2008,Political satirist,2008-01-23,Media,P. J. O'Rourke,
2008,journalist,2008-01-24,Media,Gerri Willis,
2008,American football quarterback,2008-01-28,Athletics,Phil Simms,
2008,biographer,2008-01-29,Media,Doris Kearns Goodwin,
2008,Author,2008-01-30,Media,Peggy Noonan,
2008,correspondent,2008-01-31,Media,Karen Tumulty,
2008,television Actor,2008-01-07,Acting,Ronald Seeber,
2008,commentator,2008-01-08,Media,David Frum,
2008,author,2008-01-09,Media,John Zogby,
2008,editor,2008-10-01,Media,Gideon Rose,
2008,author,2008-10-13,Media,Amity Shlaes,
2008,former white house press secretary,2008-10-14,Political Aide,Ari Fleischer,
2008,Comedian,2008-10-15,Comedy,Richard Lewis,
2008,Former United States Secretary of Labor,2008-10-16,Politician,Robert Reich,
2008,actor,2008-10-02,Acting,Clint Eastwood,
2008,author,2008-10-20,Media,Eugene Jarecki,
2008,author of novels,2008-10-21,Media,Christopher Buckley,
2008,Journalist,2008-10-22,Media,Tom Brokaw,
2008,former us senator,2008-10-23,Politician,Jon Corzine,
2008,reporter,2008-10-27,Media,Campbell Brown,
2008,Comedian,2008-10-28,Comedy,Steve Martin,
2008,us president,2008-10-29,Politician,Barack Obama,
2008,commentator,2008-10-30,Media,Bill Kristol,
2008,actor,2008-10-06,Acting,Tim Robbins,
2008,Author,2008-10-07,Media,Sarah Vowell,
2008,First Lady of the United States,2008-10-08,Politician,Michelle Obama,
2008,actor,2008-10-09,Acting,Robert De Niro,
2008,Journalist,2008-11-11,Media,Thomas L. Friedman,
2008,Business magnate,2008-11-12,Business,T. Boone Pickens,
2008,television host,2008-11-13,Media,Bill O'Reilly,
2008,journalist,2008-11-17,Media,David Frost,
2008,actor,2008-11-18,Acting,Denis Leary,
2008,editor,2008-11-19,Media,Jon Meacham,
2008,Stand-up comedian,2008-11-20,Comedy,Richard Belzer,
2008,biographer,2008-11-03,Media,Doris Kearns Goodwin,
2008,NA,2008-11-04,NA,Indecision 2008 Live Election Night Special,
2008,television host,2008-11-05,Media,Chris Wallace,
2008,actor,2008-11-06,Acting,Paul Rudd,
2008,actress,2008-12-01,Acting,Anne Hathaway,
2008,comedian,2008-12-10,Comedy,Don Rickles,
2008,actor,2008-12-11,Acting,Philip Seymour Hoffman,
2008,journalist,2008-12-02,Media,Calvin Trillin,
2008,author,2008-12-03,Media,Arianna Huffington,
